title|description|rating|release_date|length_minutes|poster|amazon_link|where_to_watch|genres|keywords|imdb_id|cast_and_crew
The Strangers|A young couple staying in an isolated vacation home are terrorized by three unknown assailants.|R|2008-05-30|86|https://m.media-amazon.com/images/M/MV5BMTkxODAyODMwNV5BMl5BanBnXkFtZTcwNzk5Nzk2MQ@@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['fear', 'masked intruder', 'cabin in the woods', 'masked villain', 'smoke alarm']|tt0482606|[{'first_name': 'Bryan', 'last_name': 'Bertino', 'role': 'director'}, {'first_name': 'Alex', 'last_name': 'Fisher', 'role': 'cast'}, {'first_name': 'Peter', 'last_name': 'Clayton-Luce', 'role': 'cast'}, {'first_name': 'Scott', 'last_name': 'Speedman', 'role': 'cast'}, {'first_name': 'Liv', 'last_name': 'Tyler', 'role': 'cast'}, {'first_name': 'Gemma', 'last_name': 'Ward', 'role': 'cast'}, {'first_name': 'Kip', 'last_name': 'Weeks', 'role': 'cast'}, {'first_name': 'Laura', 'last_name': 'Margolis', 'role': 'cast'}, {'first_name': 'Glenn', 'last_name': 'Howerton', 'role': 'cast'}]
The Taking|An elderly woman battling Alzheimer's disease agrees to let a film crew document her condition, but what they discover is something far more sinister going on.|R|2014-10-21|90|https://m.media-amazon.com/images/M/MV5BZWQ3YmU4ZjYtZGE2Ni00NjhiLTk2NTMtYmVmYmNkNWViYzUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['fake documentary', 'found footage', 'man wears eyeglasses', 'found footage horror', 'disease']|tt3387648|[{'first_name': 'Adam', 'last_name': 'Robitel', 'role': 'director'}, {'first_name': 'Jill', 'last_name': 'Larson', 'role': 'cast'}, {'first_name': 'Anne', 'last_name': 'Ramsay', 'role': 'cast'}, {'first_name': 'Michelle', 'last_name': 'Ang', 'role': 'cast'}, {'first_name': 'Brett', 'last_name': 'Gentile', 'role': 'cast'}, {'first_name': 'Jeremy', 'last_name': 'DeCarlos', 'role': 'cast'}, {'first_name': 'Ryan', 'last_name': 'Cutrona', 'role': 'cast'}, {'first_name': 'Tonya', 'last_name': 'Bludsworth', 'role': 'cast'}, {'first_name': 'Anne', 'last_name': 'Bedian', 'role': 'cast'}, {'first_name': 'Randell', 'last_name': 'Haynes', 'role': 'cast'}, {'first_name': 'Jeffrey', 'last_name': 'Woodard', 'role': 'cast'}, {'first_name': 'Julianne', 'last_name': 'Taylor', 'role': 'cast'}, {'first_name': 'Dave', 'last_name': 'Blamy', 'role': 'cast'}, {'first_name': 'Melissa', 'last_name': 'Lozoff', 'role': 'cast'}, {'first_name': 'Bo', 'last_name': 'Keister', 'role': 'cast'}, {'first_name': 'Kevin A.', 'last_name': 'Campbell', 'role': 'cast'}]
Tales of Halloween|Ten stories are woven together by their shared theme of Halloween night in an American suburb, where ghouls, imps, aliens and axe murderers appear for one night only to terrorize unsuspecting residents.|R|2015-10-16|97|https://m.media-amazon.com/images/M/MV5BMjQwODQ1MTM1MF5BMl5BanBnXkFtZTgwODUwNzY5NjE@._V1_.jpg|||['Adventure', 'Comedy', 'Fantasy']|['halloween', 'halloween night', 'anthology', 'trick or treat', 'witch']|tt4163020|[{'first_name': 'Darren Lynn Bousman, Axelle Carolyn, Adam', 'last_name': 'Gierasch', 'role': 'director'}, {'first_name': 'Adrienne', 'last_name': 'Barbeau', 'role': 'cast'}, {'first_name': 'Hunter', 'last_name': 'Smit', 'role': 'cast'}, {'first_name': 'Cameron', 'last_name': 'Easton', 'role': 'cast'}, {'first_name': 'Caroline', 'last_name': 'Williams', 'role': 'cast'}, {'first_name': 'Robert', 'last_name': 'Rusler', 'role': 'cast'}, {'first_name': 'Clare', 'last_name': 'Kramer', 'role': 'cast'}, {'first_name': 'Greg', 'last_name': 'Grunberg', 'role': 'cast'}, {'first_name': 'Daniel', 'last_name': 'DiMaggio', 'role': 'cast'}, {'first_name': 'Austin', 'last_name': 'Falk', 'role': 'cast'}, {'first_name': 'Madison', 'last_name': 'Iseman', 'role': 'cast'}, {'first_name': 'Barry', 'last_name': 'Bostwick', 'role': 'cast'}, {'first_name': 'Marcus', 'last_name': 'Eckert', 'role': 'cast'}, {'first_name': 'Christophe', 'last_name': 'Zajac-Denek', 'role': 'cast'}, {'first_name': 'Ben', 'last_name': 'Stillwell', 'role': 'cast'}, {'first_name': 'Natalie', 'last_name': 'Hauck', 'role': 'cast'}]
Talk to Me|When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.|R|2023-07-28|95|https://m.media-amazon.com/images/M/MV5BMmY5ZGE4NmUtZWI4OS00ZWJmLWFjMzgtOWUyZjI4NDg3Y2E5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg|||['Horror', 'Thriller']|['disembodied hand', 'singing along to music on a car radio', 'singing in a car', 'title spoken by character', 'supernatural vision']|tt10638522|[{'first_name': 'Danny Philippou, Michael', 'last_name': 'Philippou', 'role': 'director'}, {'first_name': 'Ari', 'last_name': 'McCarthy', 'role': 'cast'}, {'first_name': 'Hamish', 'last_name': 'Phillips', 'role': 'cast'}, {'first_name': 'Kit', 'last_name': 'Erhart-Bruce', 'role': 'cast'}, {'first_name': 'Sarah', 'last_name': 'Brokensha', 'role': 'cast'}, {'first_name': 'Jayden', 'last_name': 'Davison', 'role': 'cast'}, {'first_name': 'Sunny', 'last_name': 'Johnson', 'role': 'cast'}, {'first_name': 'Sophie', 'last_name': 'Wilde', 'role': 'cast'}, {'first_name': 'Marcus', 'last_name': 'Johnson', 'role': 'cast'}, {'first_name': 'Kidaan', 'last_name': 'Zelleke', 'role': 'cast'}, {'first_name': 'James', 'last_name': 'Oliver', 'role': 'cast'}, {'first_name': 'Joe', 'last_name': 'Bird', 'role': 'cast'}, {'first_name': 'Jett', 'last_name': 'Gazley', 'role': 'cast'}, {'first_name': 'Alexandra', 'last_name': 'Jensen', 'role': 'cast'}, {'first_name': '', 'last_name': 'Dog', 'role': 'cast'}, {'first_name': 'Helene', 'last_name': 'Philippou', 'role': 'cast'}]
Texas Chainsaw Massacre|After 48 years of hiding, Leatherface returns to terrorize a group of idealistic young friends who accidentally disrupt his carefully shielded world in a remote Texas town.|R|2022-02-18|81|https://m.media-amazon.com/images/M/MV5BMDU4Yzk1NmUtNDU4OC00YzVmLTgwOTUtYTY2NjNmMjY5YjVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Crime', 'Horror', 'Thriller']|['chainsaw', 'bus', 'shotgun', 'school shooting', 'sunflower']|tt11755740|[{'first_name': 'David Blue', 'last_name': 'Garcia', 'role': 'director'}, {'first_name': 'Sarah', 'last_name': 'Yarkin', 'role': 'cast'}, {'first_name': 'Elsie', 'last_name': 'Fisher', 'role': 'cast'}, {'first_name': 'Mark', 'last_name': 'Burnham', 'role': 'cast'}, {'first_name': 'Jacob', 'last_name': 'Latimore', 'role': 'cast'}, {'first_name': 'Moe', 'last_name': 'Dunford', 'role': 'cast'}, {'first_name': 'Olwen', 'last_name': 'Fouéré', 'role': 'cast'}, {'first_name': 'Jessica', 'last_name': 'Allain', 'role': 'cast'}, {'first_name': 'Nell', 'last_name': 'Hudson', 'role': 'cast'}, {'first_name': 'Alice', 'last_name': 'Krige', 'role': 'cast'}, {'first_name': 'William', 'last_name': 'Hope', 'role': 'cast'}, {'first_name': 'Jolyon', 'last_name': 'Coy', 'role': 'cast'}, {'first_name': 'Sam', 'last_name': 'Douglas', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Larroquette', 'role': 'cast'}]
The Texas Chainsaw Massacre|After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.|R|2003-10-17|98|https://m.media-amazon.com/images/M/MV5BZDg2NDJkOGYtMjM3My00Mzc2LWJiYjktODFlMzBjNmQwMTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Horror']|['leatherface character', 'leatherface', 'psychopath', 'sadistic horror', 'slaughterhouse']|tt0324216|[{'first_name': 'Marcus', 'last_name': 'Nispel', 'role': 'director'}, {'first_name': 'Jessica', 'last_name': 'Biel', 'role': 'cast'}, {'first_name': 'Jonathan', 'last_name': 'Tucker', 'role': 'cast'}, {'first_name': 'Erica', 'last_name': 'Leerhsen', 'role': 'cast'}, {'first_name': 'Mike', 'last_name': 'Vogel', 'role': 'cast'}, {'first_name': 'Eric', 'last_name': 'Balfour', 'role': 'cast'}, {'first_name': 'Andrew', 'last_name': 'Bryniarski', 'role': 'cast'}, {'first_name': 'R. Lee', 'last_name': 'Ermey', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Dorfman', 'role': 'cast'}, {'first_name': 'Lauren', 'last_name': 'German', 'role': 'cast'}, {'first_name': 'Terrence', 'last_name': 'Evans', 'role': 'cast'}, {'first_name': 'Marietta', 'last_name': 'Marich', 'role': 'cast'}, {'first_name': 'Heather', 'last_name': 'Kafka', 'role': 'cast'}, {'first_name': 'Kathy', 'last_name': 'Lamkin', 'role': 'cast'}, {'first_name': 'Brad', 'last_name': 'Leland', 'role': 'cast'}, {'first_name': 'Mamie', 'last_name': 'Meek', 'role': 'cast'}]
The Thing|A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.|16+|1982-06-25|109|https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg|||['Horror', 'Mystery', 'Sci-Fi']|['isolation', 'antarctica', 'paranoia', 'alien creature', 'shapeshifting']|tt0084787|[{'first_name': 'John', 'last_name': 'Carpenter', 'role': 'director'}, {'first_name': 'Kurt', 'last_name': 'Russell', 'role': 'cast'}, {'first_name': 'Wilford', 'last_name': 'Brimley', 'role': 'cast'}, {'first_name': 'T.K.', 'last_name': 'Carter', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Clennon', 'role': 'cast'}, {'first_name': 'Keith', 'last_name': 'David', 'role': 'cast'}, {'first_name': 'Richard', 'last_name': 'Dysart', 'role': 'cast'}, {'first_name': 'Charles', 'last_name': 'Hallahan', 'role': 'cast'}, {'first_name': 'Peter', 'last_name': 'Maloney', 'role': 'cast'}, {'first_name': 'Richard', 'last_name': 'Masur', 'role': 'cast'}, {'first_name': 'Donald', 'last_name': 'Moffat', 'role': 'cast'}, {'first_name': 'Joel', 'last_name': 'Polis', 'role': 'cast'}, {'first_name': 'Thomas G.', 'last_name': 'Waites', 'role': 'cast'}, {'first_name': 'Norbert', 'last_name': 'Weisser', 'role': 'cast'}, {'first_name': 'Larry', 'last_name': 'Franco', 'role': 'cast'}, {'first_name': 'Nate', 'last_name': 'Irwin', 'role': 'cast'}]
Trick 'r Treat|Five interwoven stories that occur on Halloween: an everyday high school principal has a secret life as a serial killer; a college virgin might have just met the guy for her; a group of teenagers pull a mean prank; a woman who loa...|R|2015-11-27|82|https://m.media-amazon.com/images/M/MV5BYmIyY2E5YjMtZDA3NC00MmIzLWFkZmItNzVlODllZWNlZmRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg|||['Comedy', 'Horror']|['halloween', 'mask', 'corpse', 'werewolf', 'neighbor']|tt0862856|[{'first_name': 'Michael', 'last_name': 'Dougherty', 'role': 'director'}, {'first_name': 'Dylan', 'last_name': 'Baker', 'role': 'cast'}, {'first_name': 'Rochelle', 'last_name': 'Aytes', 'role': 'cast'}, {'first_name': 'Quinn', 'last_name': 'Lord', 'role': 'cast'}, {'first_name': 'Lauren Lee', 'last_name': 'Smith', 'role': 'cast'}, {'first_name': 'Moneca', 'last_name': 'Delain', 'role': 'cast'}, {'first_name': 'Tahmoh', 'last_name': 'Penikett', 'role': 'cast'}, {'first_name': 'Brett', 'last_name': 'Kelly', 'role': 'cast'}, {'first_name': 'Britt', 'last_name': 'McKillip', 'role': 'cast'}, {'first_name': 'Isabelle', 'last_name': 'Deluce', 'role': 'cast'}, {'first_name': 'Jean-Luc', 'last_name': 'Bilodeau', 'role': 'cast'}, {'first_name': 'Alberto', 'last_name': 'Ghisi', 'role': 'cast'}, {'first_name': 'Samm', 'last_name': 'Todd', 'role': 'cast'}, {'first_name': 'Anna', 'last_name': 'Paquin', 'role': 'cast'}, {'first_name': 'Brian', 'last_name': 'Cox', 'role': 'cast'}, {'first_name': 'Leslie', 'last_name': 'Bibb', 'role': 'cast'}]
Twitches|Two teen witches who were separated at birth and were adopted by two different families meet on their 21st birthday and must use their powers to save the world in which they were born, where their birth mother still lives.|TV-PG|2005-10-14|86|https://m.media-amazon.com/images/M/MV5BM2QyZWE4MmItYmMxNS00M2RkLWJlZDUtM2E0NGZhNWMzOTk3XkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_.jpg|||['Comedy', 'Drama', 'Family']|['mask', 'witch hat', 'trick or treating', 'trick or treaters', 'nickname as title']|tt0467421|[{'first_name': 'Stuart', 'last_name': 'Gillard', 'role': 'director'}, {'first_name': 'Tia', 'last_name': 'Mowry-Hardrict', 'role': 'cast'}, {'first_name': 'Tamera', 'last_name': 'Mowry-Housley', 'role': 'cast'}, {'first_name': 'Kristen', 'last_name': 'Wilson', 'role': 'cast'}, {'first_name': 'Patrick', 'last_name': 'Fabian', 'role': 'cast'}, {'first_name': 'Jennifer', 'last_name': 'Robertson', 'role': 'cast'}, {'first_name': 'Pat', 'last_name': 'Kelly', 'role': 'cast'}, {'first_name': 'Jessica', 'last_name': 'Greco', 'role': 'cast'}, {'first_name': 'Jackie', 'last_name': 'Rosenbaum', 'role': 'cast'}, {'first_name': 'Arnold', 'last_name': 'Pinnock', 'role': 'cast'}, {'first_name': 'Karen', 'last_name': 'Holness', 'role': 'cast'}, {'first_name': 'Jessica', 'last_name': 'Feliz', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Ingram', 'role': 'cast'}, {'first_name': 'Kathryn', 'last_name': 'Haggis', 'role': 'cast'}, {'first_name': 'Albert', 'last_name': 'Howell', 'role': 'cast'}, {'first_name': 'Natalie', 'last_name': 'Krill', 'role': 'cast'}]
Under Wraps|Three curious teenagers and one very confused mummy collaborate through some risky adventures, with a race against time to reunite the mummy with his lover from 4,500 years ago.|G|1997-10-25|95|https://m.media-amazon.com/images/M/MV5BODA1NDI1NjAzNl5BMl5BanBnXkFtZTcwODQ5MDQ1Mw@@._V1_.jpg|||['Comedy', 'Family', 'Horror']|['cult film', 'gore', 'murder', 'impalement', 'prank']|tt0128801|[{'first_name': 'Greg', 'last_name': 'Beeman', 'role': 'director'}, {'first_name': 'Adam', 'last_name': 'Wylie', 'role': 'cast'}, {'first_name': 'Mario', 'last_name': 'Yedidia', 'role': 'cast'}, {'first_name': 'Clara', 'last_name': 'Bryant', 'role': 'cast'}, {'first_name': 'Ken Hudson', 'last_name': 'Campbell', 'role': 'cast'}, {'first_name': 'Corinne', 'last_name': 'Bohrer', 'role': 'cast'}, {'first_name': 'Ramesses', 'last_name': 'Nightingale', 'role': 'cast'}, {'first_name': 'Penny', 'last_name': 'Peyser', 'role': 'cast'}, {'first_name': 'Ed', 'last_name': 'Lauter', 'role': 'cast'}, {'first_name': 'Bill', 'last_name': 'Fagerbakke', 'role': 'cast'}, {'first_name': 'Tom', 'last_name': 'Virtue', 'role': 'cast'}, {'first_name': 'Laura', 'last_name': 'Leary', 'role': 'cast'}, {'first_name': 'Trenton', 'last_name': 'Gaucher', 'role': 'cast'}, {'first_name': 'Brooke', 'last_name': 'Garrett', 'role': 'cast'}, {'first_name': 'Joshua', 'last_name': 'Dennis', 'role': 'cast'}, {'first_name': 'Ryan', 'last_name': 'Schofield', 'role': 'cast'}]
The Visit|Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.|PG-13|2015-09-11|94|https://m.media-amazon.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['handheld camera', 'mockumentary', 'farm', 'skype', 'grandmother granddaughter relationship']|tt3567288|[{'first_name': 'M. Night', 'last_name': 'Shyamalan', 'role': 'director'}, {'first_name': 'Olivia', 'last_name': 'DeJonge', 'role': 'cast'}, {'first_name': 'Ed', 'last_name': 'Oxenbould', 'role': 'cast'}, {'first_name': 'Deanna', 'last_name': 'Dunagan', 'role': 'cast'}, {'first_name': 'Peter', 'last_name': 'McRobbie', 'role': 'cast'}, {'first_name': 'Kathryn', 'last_name': 'Hahn', 'role': 'cast'}, {'first_name': 'Celia', 'last_name': 'Keenan-Bolger', 'role': 'cast'}, {'first_name': 'Samuel', 'last_name': 'Stricklen', 'role': 'cast'}, {'first_name': 'Patch', 'last_name': 'Darragh', 'role': 'cast'}, {'first_name': 'Jorge', 'last_name': 'Cordova', 'role': 'cast'}, {'first_name': 'Steve', 'last_name': 'Annan', 'role': 'cast'}, {'first_name': 'Benjamin', 'last_name': 'Kanes', 'role': 'cast'}, {'first_name': 'Ocean', 'last_name': 'James', 'role': 'cast'}, {'first_name': 'Seamus', 'last_name': 'Moroney', 'role': 'cast'}]
Wes Craven's New Nightmare|A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?|R|1994-10-14|112|https://m.media-amazon.com/images/M/MV5BMzcxYjI5OTgtMmYyYS00ZTFhLWI3NzktOTBmMzQyNWNkNTk5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg|||['Fantasy', 'Horror', 'Mystery']|['nightmare', 'elm street', 'earthquake', 'sleep', 'no title at beginning']|tt0111686|[{'first_name': 'Wes', 'last_name': 'Craven', 'role': 'director'}, {'first_name': 'Jf', 'last_name': 'Davis', 'role': 'cast'}, {'first_name': 'Heather', 'last_name': 'Langenkamp', 'role': 'cast'}, {'first_name': 'Miko', 'last_name': 'Hughes', 'role': 'cast'}, {'first_name': 'Matt', 'last_name': 'Winston', 'role': 'cast'}, {'first_name': 'Rob', 'last_name': 'LaBelle', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Newsom', 'role': 'cast'}, {'first_name': 'Wes', 'last_name': 'Craven', 'role': 'cast'}, {'first_name': 'Marianne', 'last_name': 'Maddalena', 'role': 'cast'}, {'first_name': 'Gretchen', 'last_name': 'Oehler', 'role': 'cast'}, {'first_name': 'Tracy', 'last_name': 'Middendorf', 'role': 'cast'}, {'first_name': 'Cully', 'last_name': 'Fredricksen', 'role': 'cast'}, {'first_name': 'Bodhi', 'last_name': 'Elfman', 'role': 'cast'}, {'first_name': 'Sam', 'last_name': 'Rubin', 'role': 'cast'}, {'first_name': 'Robert', 'last_name': 'Englund', 'role': 'cast'}, {'first_name': 'Claudia', 'last_name': 'Haro', 'role': 'cast'}]
When a Stranger Calls|During a babysitting gig, a high-school student is harassed by an increasingly threatening prank caller.|PG-13|2006-02-03|87|https://m.media-amazon.com/images/M/MV5BYTcyYjRhZTQtOTVlMy00MDU0LWFhNjktM2MyZDRmODgzMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Horror', 'Thriller']|['cell phone', 'high school', 'babysitting', 'teenager', 'nightmare']|tt0455857|[{'first_name': 'Simon', 'last_name': 'West', 'role': 'director'}, {'first_name': 'Camilla', 'last_name': 'Belle', 'role': 'cast'}, {'first_name': 'Tommy', 'last_name': 'Flanagan', 'role': 'cast'}, {'first_name': 'Katie', 'last_name': 'Cassidy', 'role': 'cast'}, {'first_name': 'Tessa', 'last_name': 'Thompson', 'role': 'cast'}, {'first_name': 'Brian', 'last_name': 'Geraghty', 'role': 'cast'}, {'first_name': 'Clark', 'last_name': 'Gregg', 'role': 'cast'}, {'first_name': 'Derek de', 'last_name': 'Lint', 'role': 'cast'}, {'first_name': 'Kate Jennings', 'last_name': 'Grant', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Denman', 'role': 'cast'}, {'first_name': 'Arthur', 'last_name': 'Young', 'role': 'cast'}, {'first_name': 'Madeline', 'last_name': 'Carroll', 'role': 'cast'}, {'first_name': 'Steve', 'last_name': 'Eastin', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Bobek', 'role': 'cast'}, {'first_name': 'Brad', 'last_name': 'Surosky', 'role': 'cast'}, {'first_name': 'Karina', 'last_name': 'Logue', 'role': 'cast'}]
The Wicker Man|A puritan Police Sergeant arrives in a Scottish island village in search of a missing girl, who the Pagan locals claim never existed.|R|1974-08-07|88|https://m.media-amazon.com/images/M/MV5BMzQ2YWYzOWItYmU4OS00OTgyLWI4M2YtMmQ2ZDc5NzRhNDA5XkEyXkFqcGdeQXVyNDE0OTU3NDY@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['folk horror', 'paganism', 'island community', 'religious sacrifice', 'female frontal nudity']|tt0070917|[{'first_name': 'Robin', 'last_name': 'Hardy', 'role': 'director'}, {'first_name': 'Edward', 'last_name': 'Woodward', 'role': 'cast'}, {'first_name': 'Christopher', 'last_name': 'Lee', 'role': 'cast'}, {'first_name': 'Diane', 'last_name': 'Cilento', 'role': 'cast'}, {'first_name': 'Britt', 'last_name': 'Ekland', 'role': 'cast'}, {'first_name': 'Ingrid', 'last_name': 'Pitt', 'role': 'cast'}, {'first_name': 'Lindsay', 'last_name': 'Kemp', 'role': 'cast'}, {'first_name': 'Russell', 'last_name': 'Waters', 'role': 'cast'}, {'first_name': 'Aubrey', 'last_name': 'Morris', 'role': 'cast'}, {'first_name': 'Irene', 'last_name': 'Sunters', 'role': 'cast'}, {'first_name': 'Walter', 'last_name': 'Carr', 'role': 'cast'}, {'first_name': 'Ian', 'last_name': 'Campbell', 'role': 'cast'}, {'first_name': 'Leslie', 'last_name': 'Blackater', 'role': 'cast'}, {'first_name': 'Roy', 'last_name': 'Boyd', 'role': 'cast'}, {'first_name': 'Peter', 'last_name': 'Brewis', 'role': 'cast'}, {'first_name': 'Barbara', 'last_name': 'Rafferty', 'role': 'cast'}]
